uuid;ts;iso_code;country;city;download_raster;download_vector
796b0f5f-d251-4f0e-8953-f8ef2ce92519;2024-12-10 20:12:51.000;CO;Colombia;Bogotá;2024-12-10 20:13:05.000;2024-12-10 20:14:07.000
06f4fadb-094f-4d81-814e-4a18bdc3bc5d;2024-12-10 20:15:31.000;CO;Colombia;Ibagué;2024-12-10 20:15:51.000;
06f4fadb-094f-4d81-814e-4a18bdc3bc5d;2024-12-10 20:15:36.000;US;United States;None;2024-12-10 20:15:51.000;
006378bb-8894-42f9-af69-6e3312ddd39a;2024-12-10 20:16:35.000;CO;Colombia;Medellín;2024-12-10 20:26:49.000;
006378bb-8894-42f9-af69-6e3312ddd39a;2024-12-10 20:16:35.000;CO;Colombia;Medellín;2024-12-10 20:26:47.000;
006378bb-8894-42f9-af69-6e3312ddd39a;2024-12-10 20:16:35.000;CO;Colombia;Medellín;2024-12-10 20:17:20.000;
006378bb-8894-42f9-af69-6e3312ddd39a;2024-12-10 20:16:35.000;CO;Colombia;Medellín;2024-12-10 20:26:45.000;
7fb48ed1-49ac-4f79-8474-7eec26bb13d0;2024-12-10 20:19:41.000;CO;Colombia;Ibagué;2024-12-10 20:20:13.000;2024-12-10 20:20:22.000
c493b493-0058-4b5e-b516-c926ce6f063b;2024-12-10 20:19:45.000;CO;Colombia;Medellín;2024-12-10 20:20:41.000;2024-12-10 20:21:11.000
f7e5211b-c70d-46a3-b1b0-cc381fb66c81;2024-12-10 20:20:39.000;CO;Colombia;Ibagué;2024-12-10 20:20:48.000;2024-12-10 20:21:25.000
dcfd22b8-45d6-4aa1-bd44-0164cdda5f49;2024-12-10 20:20:55.000;CO;Colombia;Barranquilla;2024-12-10 20:21:09.000;2024-12-10 20:25:52.000
dcfd22b8-45d6-4aa1-bd44-0164cdda5f49;2024-12-10 20:20:55.000;CO;Colombia;Barranquilla;2024-12-10 20:21:09.000;2024-12-10 20:22:18.000
dcfd22b8-45d6-4aa1-bd44-0164cdda5f49;2024-12-10 20:21:37.000;CO;Colombia;Barranquilla;2024-12-10 20:21:09.000;2024-12-10 20:25:52.000
dcfd22b8-45d6-4aa1-bd44-0164cdda5f49;2024-12-10 20:21:37.000;CO;Colombia;Barranquilla;2024-12-10 20:21:09.000;2024-12-10 20:22:18.000
95c2416d-55e5-4d61-bb18-c789028cb6a3;2024-12-10 20:21:53.000;CO;Colombia;Ibagué;2024-12-10 20:22:01.000;2024-12-10 20:22:18.000
02f2f80a-1f6a-46e9-887e-74f5bcf3d6eb;2024-12-10 20:28:57.000;CO;Colombia;Medellín;2024-12-10 20:29:11.000;2024-12-10 20:52:08.000
a18f552a-1548-404a-8193-349a310bf46b;2024-12-10 20:32:02.000;CO;Colombia;Barranquilla;2024-12-10 20:32:32.000;2024-12-10 20:33:29.000
02f2f80a-1f6a-46e9-887e-74f5bcf3d6eb;2024-12-11 11:23:59.000;CO;Colombia;Quibdó;2024-12-10 20:29:11.000;2024-12-10 20:52:08.000
32c4fa87-f5be-4e66-9765-4bdd67564125;2024-12-11 14:55:49.000;CO;Colombia;Medellín;;2024-12-09 20:34:14.000
32c4fa87-f5be-4e66-9765-4bdd67564125;2024-12-11 14:56:02.000;CO;Colombia;Medellín;;2024-12-09 20:34:14.000
487a2a4c-f10c-4bb8-b2f6-2d554e661b19;2024-12-11 20:03:33.000;CZ;Czechia;Zlín;;2024-12-11 20:04:51.000
e544fc9d-93db-44de-a1eb-abdce0e73996;2024-12-11 20:05:25.000;CZ;Czechia;Zlín;;2024-12-11 20:06:46.000
a53be66c-7be7-4ec3-94dd-132927a3ffb7;2024-12-11 20:07:59.000;CZ;Czechia;Zlín;;2024-12-11 20:08:44.000
b1978a3c-da31-42dd-8c7e-ecaa17c95954;2024-12-11 20:09:02.000;CZ;Czechia;Zlín;;2024-12-11 20:09:37.000
5d3a87a1-34bf-4968-adec-5f5647a3928d;2024-12-11 20:09:54.000;CZ;Czechia;Zlín;;2024-12-11 20:11:29.000
fb9b63fb-0b1b-4209-9a88-ae2557bff776;2024-12-11 20:11:52.000;CZ;Czechia;Zlín;;2024-12-11 20:12:26.000
8f977297-6de4-4717-911a-bc4ee1e7d4f2;2024-12-11 20:13:30.000;CZ;Czechia;Zlín;;2024-12-11 20:13:57.000
cebd183e-cba6-4929-b536-26a88f3e440f;2024-12-11 20:14:13.000;CZ;Czechia;Zlín;;2024-12-11 20:14:43.000
ea7e08a4-c7e2-407f-bef2-582be822e865;2024-12-11 20:15:11.000;CZ;Czechia;Zlín;;2024-12-11 20:15:41.000
ea7e08a4-c7e2-407f-bef2-582be822e865;2024-12-11 20:15:11.000;CZ;Czechia;Zlín;;2024-12-11 20:16:02.000
44e84216-da46-4547-a9c2-761845dc9c04;2024-12-11 20:17:07.000;CZ;Czechia;Zlín;;2024-12-11 20:18:23.000
19bba322-6860-4efe-b818-67ed16bb2af7;2024-12-11 20:31:22.000;CZ;Czechia;Zlín;;2024-12-11 20:32:23.000
56954968-f4a9-41e2-a911-480f74904ff3;2024-12-11 20:51:27.000;IN;India;Lucknow;2024-12-11 20:51:55.000;
24090669-9f7f-45ac-a70e-ce6394fdacf8;2024-12-11 20:52:18.000;IN;India;Lucknow;2024-12-11 20:52:36.000;
308eb89f-c2b4-482e-bb5d-05c971023cde;2024-12-11 21:15:22.000;CO;Colombia;Bogotá;;2024-12-11 21:16:17.000
77929e3b-0dd7-47e3-a4ac-bda0991ff4ce;2024-12-11 23:15:36.000;DE;Germany;Berlin;2024-12-11 23:17:35.000;2024-12-11 23:16:23.000
614ebbb8-d00b-4c77-a817-925cf5a0b073;2024-12-12 13:31:55.000;DE;Germany;Bonn;;2024-12-12 13:32:20.000
f216d6ba-0ae5-4ddc-89ce-c2c2c2621ee9;2024-12-12 13:37:40.000;DE;Germany;Bonn;;
f216d6ba-0ae5-4ddc-89ce-c2c2c2621ee9;2024-12-12 13:45:44.000;DE;Germany;Bonn;;
beac31ad-ce59-49d9-b9c4-99243fe6d031;2024-12-12 13:56:28.000;DE;Germany;Bonn;;2024-12-12 13:57:00.000
8b6f4b58-bb4a-4447-bfab-dc600e1d94fa;2024-12-12 15:50:04.000;CO;Colombia;Medellín;;2024-12-12 15:50:47.000
8b6f4b58-bb4a-4447-bfab-dc600e1d94fa;2024-12-12 15:50:04.000;CO;Colombia;Medellín;;2024-12-12 15:52:22.000
8b6f4b58-bb4a-4447-bfab-dc600e1d94fa;2024-12-12 15:50:04.000;CO;Colombia;Medellín;;2024-12-12 15:52:27.000
8b6f4b58-bb4a-4447-bfab-dc600e1d94fa;2024-12-12 15:50:05.000;US;United States;None;;2024-12-12 15:52:22.000
8b6f4b58-bb4a-4447-bfab-dc600e1d94fa;2024-12-12 15:50:05.000;US;United States;None;;2024-12-12 15:52:27.000
8b6f4b58-bb4a-4447-bfab-dc600e1d94fa;2024-12-12 15:50:05.000;US;United States;None;;2024-12-12 15:50:47.000
31b38fdd-3ca6-45bb-b3a2-91c521778418;2024-12-12 15:51:11.000;CO;Colombia;Medellín;2024-12-12 15:52:27.000;2024-12-12 15:56:49.000
31b38fdd-3ca6-45bb-b3a2-91c521778418;2024-12-12 15:51:11.000;CO;Colombia;Medellín;2024-12-12 15:55:08.000;2024-12-12 15:56:49.000
0c476bcd-bba9-4824-b927-98aa3e33dced;2024-12-12 15:54:48.000;CO;Colombia;Medellín;2024-12-12 15:58:18.000;2024-12-12 15:58:27.000
0c476bcd-bba9-4824-b927-98aa3e33dced;2024-12-12 15:54:52.000;US;United States;None;2024-12-12 15:58:18.000;2024-12-12 15:58:27.000
0c476bcd-bba9-4824-b927-98aa3e33dced;2024-12-12 15:54:53.000;US;United States;None;2024-12-12 15:58:18.000;2024-12-12 15:58:27.000
31b38fdd-3ca6-45bb-b3a2-91c521778418;2024-12-12 15:55:21.000;CO;Colombia;Medellín;2024-12-12 15:52:27.000;2024-12-12 15:56:49.000
31b38fdd-3ca6-45bb-b3a2-91c521778418;2024-12-12 15:55:21.000;CO;Colombia;Medellín;2024-12-12 15:55:08.000;2024-12-12 15:56:49.000
86cb7044-2adb-4b3b-aaa6-f8e4fc9f0a75;2024-12-12 15:55:52.000;CO;Colombia;Quibdó;2024-12-12 15:56:17.000;2024-12-12 15:56:55.000
86cb7044-2adb-4b3b-aaa6-f8e4fc9f0a75;2024-12-12 15:55:52.000;CO;Colombia;Quibdó;2024-12-12 15:56:17.000;2024-12-12 15:56:44.000
17ce5c42-1853-495e-8831-9616c46d1121;2024-12-12 15:58:10.000;CO;Colombia;Medellín;2024-12-12 15:59:07.000;2024-12-12 15:59:23.000
e4b77545-1c5a-4a5b-98d6-dcd45d8a8a5c;2024-12-12 15:59:28.000;CO;Colombia;Quibdó;2024-12-12 15:59:58.000;2024-12-12 16:00:09.000
baf912bb-6885-416b-97ec-73dec62c31b6;2024-12-12 16:03:44.000;CO;Colombia;Quibdó;2024-12-12 16:04:55.000;
baf912bb-6885-416b-97ec-73dec62c31b6;2024-12-12 16:03:44.000;CO;Colombia;Quibdó;2024-12-12 16:04:25.000;
baf912bb-6885-416b-97ec-73dec62c31b6;2024-12-12 16:03:44.000;CO;Colombia;Quibdó;2024-12-12 16:04:54.000;
ded7caf5-2360-4850-a583-64d82d11ebe0;2024-12-12 16:05:39.000;CO;Colombia;Quibdó;;
fe9cacd9-40e9-417a-a8c6-0b16fa7b1fdc;2024-12-12 16:08:24.000;CO;Colombia;Medellín;2024-12-12 16:09:58.000;2024-12-12 16:09:26.000
afa4311f-c4a6-4199-a6a1-9cdd5edcba4d;2024-12-14 11:52:37.000;DE;Germany;Heidelberg;;2024-12-14 12:18:52.000
e9607538-b86e-48f3-b561-f81fa7b348a3;2024-12-14 12:26:18.000;DE;Germany;Heidelberg;;2024-12-14 12:27:05.000
79661267-d22f-43ae-be32-4bbba7b9c88f;2024-12-14 12:27:58.000;DE;Germany;Heidelberg;;2024-12-14 12:28:19.000
cdaa4393-aeab-421f-9ecb-904601602f5d;2024-12-14 12:29:20.000;DE;Germany;Heidelberg;;2024-12-14 12:29:41.000
29455ed1-88a9-48e3-ac95-2aa3df7b471c;2024-12-14 12:30:05.000;DE;Germany;Heidelberg;;2024-12-14 12:30:55.000
1382c9fe-0730-47a0-abb6-48ffb633c31c;2024-12-14 12:31:33.000;DE;Germany;Heidelberg;;2024-12-14 12:31:56.000
051525cf-e4d0-4500-9fce-aa3abc4a77d5;2024-12-14 12:32:23.000;DE;Germany;Heidelberg;;2024-12-14 12:35:19.000
4884973d-4fc1-40b7-ab41-dedb8a689aff;2024-12-14 12:36:10.000;DE;Germany;Heidelberg;;2024-12-14 12:36:45.000
8713d083-99cf-4fde-92c1-c6067eb6f52a;2024-12-14 12:37:01.000;DE;Germany;Heidelberg;;2024-12-14 12:37:24.000
617f0f93-163a-4315-8cae-fc6dd7f73d49;2024-12-14 12:37:36.000;DE;Germany;Heidelberg;;2024-12-14 12:38:22.000
dd6dba9e-e022-46e1-9589-40fd3047a3c2;2024-12-14 12:38:30.000;DE;Germany;Heidelberg;;2024-12-14 12:39:51.000
b99eb0c0-250c-4b49-a36e-5ea196516ccd;2024-12-14 12:40:14.000;DE;Germany;Heidelberg;;2024-12-14 12:41:49.000
7853fc33-c715-4f9c-9f2e-83a7b0771d6a;2024-12-14 12:42:02.000;DE;Germany;Heidelberg;;2024-12-14 12:42:49.000
a05399fa-ecb4-429f-97a1-48245d2db747;2024-12-14 12:42:58.000;DE;Germany;Heidelberg;;2024-12-14 12:44:06.000
46264121-981f-4608-a0a0-26d1aadb9ce4;2024-12-14 12:44:34.000;DE;Germany;Heidelberg;;2024-12-14 12:45:18.000
0df04d28-6bcf-4737-ba44-26f4d08d527f;2024-12-14 12:46:02.000;DE;Germany;Heidelberg;;2024-12-14 12:46:27.000
4b6874bf-b072-44b0-a234-7245d8e352a0;2024-12-14 12:46:43.000;DE;Germany;Heidelberg;;2024-12-14 12:47:06.000
09935ab7-dd9a-40a8-aefe-9df51fce68ad;2024-12-14 12:47:25.000;DE;Germany;Heidelberg;;2024-12-14 12:47:56.000
729ad084-5cb1-4629-8a47-0eb56bd9bcce;2024-12-14 12:48:19.000;DE;Germany;Heidelberg;;2024-12-14 12:49:14.000
40cc37d4-127b-428e-9ad9-8dbd6ed6d6d7;2024-12-14 12:49:43.000;DE;Germany;Heidelberg;;2024-12-14 12:50:14.000
