sketch_uploaded;consent;map_frame_created;map_frame_uuid;bbox;centroid;format;orientation;orientation_det
2024-11-25 08:12:34.104 +0100;false;2024-11-25 07:59:48.528;f9f82778-437e-476b-a311-c3f5d27ee751;POLYGON((8.653720215218353 49.43919717817823,8.68738658075769 49.43919717817823,8.68738658075769 49.45751776541604,8.653720215218353 49.45751776541604,8.653720215218353 49.43919717817823));POINT(8.670553397988021 49.448358327601994);a4;landscape;landscape
2024-11-25 08:16:25.995 +0100;false;2024-11-25 07:59:48.528;f9f82778-437e-476b-a311-c3f5d27ee751;POLYGON((8.653720215218353 49.43919717817823,8.68738658075769 49.43919717817823,8.68738658075769 49.45751776541604,8.653720215218353 49.45751776541604,8.653720215218353 49.43919717817823));POINT(8.670553397988021 49.448358327601994);a4;landscape;landscape
2024-11-25 13:02:19.086 +0100;true;2024-11-25 12:39:11.111;a35bf79c-d6df-44c3-bf7b-f713aeeffc3d;POLYGON((8.671148106621372 49.39608393392811,8.68652157510291 49.39608393392811,8.68652157510291 49.404457962335954,8.671148106621372 49.404457962335954,8.671148106621372 49.39608393392811));POINT(8.678834840862141 49.400271126627445);a4;landscape;landscape
2024-11-26 09:26:11.922 +0100;true;2024-11-26 08:50:37.681;e1506762-6e38-407c-abff-45f6ccadc25c;POLYGON((23.12030575870291 60.3824610697952,23.14802777341615 60.3824610697952,23.14802777341615 60.39392638040965,23.12030575870291 60.39392638040965,23.12030575870291 60.3824610697952));POINT(23.13416676605953 60.38819422969624);a4;landscape;landscape
2024-11-26 09:28:32.743 +0100;false;2024-11-26 08:50:37.681;e1506762-6e38-407c-abff-45f6ccadc25c;POLYGON((23.12030575870291 60.3824610697952,23.14802777341615 60.3824610697952,23.14802777341615 60.39392638040965,23.12030575870291 60.39392638040965,23.12030575870291 60.3824610697952));POINT(23.13416676605953 60.38819422969624);a4;landscape;landscape
2024-11-26 11:59:35.764 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:36.323 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:36.936 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:37.489 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:38.016 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:38.561 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:39.089 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:39.624 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:40.480 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 11:59:40.999 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-26 12:39:41.777 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-11-27 09:05:20.073 +0100;false;2024-11-26 03:59:04.301;fbb3d0f3-a520-4cf1-84fe-220757437019;POLYGON((121.01527203760115 14.523100180485685,121.10072216488149 14.523100180485685,121.10072216488149 14.592324953889445,121.01527203760115 14.592324953889445,121.01527203760115 14.523100180485685));POINT(121.05799710124133 14.557715282188326);a4;landscape;landscape
2024-11-27 09:07:21.420 +0100;true;2024-11-26 03:59:04.301;fbb3d0f3-a520-4cf1-84fe-220757437019;POLYGON((121.01527203760115 14.523100180485685,121.10072216488149 14.523100180485685,121.10072216488149 14.592324953889445,121.01527203760115 14.592324953889445,121.01527203760115 14.523100180485685));POINT(121.05799710124133 14.557715282188326);a4;landscape;landscape
2024-11-27 15:17:38.362 +0100;false;2024-11-27 15:16:27.418;9baf9271-8a14-405d-9cf3-b458d0f5061f;POLYGON((12.51588531469554 41.93060353992675,12.521739001529836 41.93060353992675,12.521739001529836 41.93424857509126,12.51588531469554 41.93424857509126,12.51588531469554 41.93060353992675));POINT(12.51881215811269 41.93242608354646);a4;landscape;landscape
2024-11-27 15:39:21.907 +0100;false;2024-11-27 15:37:50.596;dfe8038c-161f-431b-a7ac-72bd65af0290;POLYGON((77.7310613967612 9.04832094920971,77.73734871717697 9.04832094920971,77.73734871717697 9.053518022498125,77.7310613967612 9.053518022498125,77.7310613967612 9.04832094920971));POINT(77.73420505696909 9.050919495240521);a4;landscape;landscape
2024-11-28 05:13:51.903 +0100;false;2024-11-27 10:30:08.970;18eabfab-228e-4423-8ca0-f0330841017c;POLYGON((101.64196926635942 3.1023972996467393,101.65093265657421 3.1023972996467393,101.65093265657421 3.1098887161344493,101.64196926635942 3.1098887161344493,101.64196926635942 3.1023972996467393));POINT(101.64645096146681 3.1061430145347515);a4;landscape;landscape
2024-11-28 07:58:37.148 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:05:13.739 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:05:51.953 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:12:06.363 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:12:07.695 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:17:49.386 +0100;false;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:17:56.930 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:18:25.510 +0100;false;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:19:50.145 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:22:01.452 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:24:21.280 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:25:02.028 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:28:06.516 +0100;false;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:29:15.541 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:33:18.022 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:27.852 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:28.007 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:28.387 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:28.561 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:28.819 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:29.090 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:29.311 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:30.535 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:30.873 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:35:31.983 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-11-28 08:36:08.019 +0100;true;2024-11-28 07:46:01.482;b051fa86-8b7a-4eb0-ad7b-8daaacff5c4f;POLYGON((47.51637092356619 -18.914668445244942,47.52923325596035 -18.914668445244942,47.52923325596035 -18.90448377843545,47.51637092356619 -18.90448377843545,47.51637092356619 -18.914668445244942));POINT(47.52280208976327 -18.90957618936163);a4;landscape;landscape
2024-12-02 14:42:33.055 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:34.388 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:35.638 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:36.928 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:38.028 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:39.328 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:40.558 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:42.202 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:43.319 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 14:42:44.724 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:07:09.812 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:08:03.335 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:08:56.452 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:09:50.735 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:10:43.384 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:11:38.033 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:12:31.746 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:13:20.119 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:14:10.355 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:14:56.791 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-02 15:18:34.403 +0100;true;2024-12-02 15:12:57.093;a5f43c82-7109-4b94-894a-0f44d8f6a7e1;POLYGON((99.96118761210732 12.5551955348175,99.9629492370552 12.5551955348175,99.9629492370552 12.556634767234542,99.96118761210732 12.556634767234542,99.96118761210732 12.5551955348175));POINT(99.96206842458128 12.555915152032497);a4;landscape;landscape
2024-12-02 16:07:32.954 +0100;false;2024-12-02 16:05:55.345;b8791d17-027f-4cfe-b006-340cd30d01a1;POLYGON((-48.011891475846696 -15.863692850999087,-47.818532609719846 -15.863692850999087,-47.818532609719846 -15.70795204010092,-48.011891475846696 -15.70795204010092,-48.011891475846696 -15.863692850999087));POINT(-47.91521204278327 -15.785837405319853);a4;landscape;landscape
2024-12-05 00:49:51.065 +0100;false;2024-12-05 00:35:55.890;fae48515-5ee5-4a7b-801a-a684bb48df05;POLYGON((152.94162281792813 -27.26643378862289,152.9473901734258 -27.26643378862289,152.9473901734258 -27.262142717755502,152.94162281792813 -27.262142717755502,152.94162281792813 -27.26643378862289));POINT(152.94450649567696 -27.264288273891587);a4;landscape;landscape
2024-12-05 14:39:17.885 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-05 14:43:32.727 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-05 14:44:17.311 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-05 14:45:01.635 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
2024-12-05 14:45:43.965 +0100;false;2024-11-14 12:46:56.927;cb1f1493-73f1-4ab6-bcef-b53287e31cf9;POLYGON((17.22711229814268 49.57680194492545,17.289533068885596 49.57680194492545,17.289533068885596 49.610668800508336,17.22711229814268 49.610668800508336,17.22711229814268 49.57680194492545));POINT(17.258322683514137 49.593738312243175);a4;landscape;landscape
