sketch_uploaded;consent;map_frame_created;map_frame_uuid;bbox;centroid;format;orientation;orientation_det
2024-09-12 19:40:22.732 +0200;true;2024-09-02 20:29:13.530;1c700ffb-c94f-4d9f-a714-355769f27791;POLYGON((-73.14243580108203 11.367116872946156,-73.04497310949591 11.367116872946156,-73.04497310949591 11.445348300237043,-73.14243580108203 11.445348300237043,-73.14243580108203 11.367116872946156));POINT(-73.09370445528897 11.406235280361187);a1;landscape;landscape
2024-09-12 23:30:58.585 +0200;false;2024-09-06 15:38:13.088;9802890c-0c43-4b7f-9600-a8ed8d0b3b0d;POLYGON((-43.10882137752571 -22.889489173507613,-43.1061261033437 -22.889489173507613,-43.1061261033437 -22.88745591272324,-43.10882137752571 -22.88745591272324,-43.10882137752571 -22.889489173507613));POINT(-43.1074737404347 -22.888472546923197);a1;landscape;landscape
2024-09-13 00:49:17.469 +0200;true;2024-09-02 20:29:13.530;1c700ffb-c94f-4d9f-a714-355769f27791;POLYGON((-73.14243580108203 11.367116872946156,-73.04497310949591 11.367116872946156,-73.04497310949591 11.445348300237043,-73.14243580108203 11.445348300237043,-73.14243580108203 11.367116872946156));POINT(-73.09370445528897 11.406235280361187);a1;landscape;landscape
2024-09-13 00:59:45.233 +0200;true;2024-09-02 20:29:13.530;1c700ffb-c94f-4d9f-a714-355769f27791;POLYGON((-73.14243580108203 11.367116872946156,-73.04497310949591 11.367116872946156,-73.04497310949591 11.445348300237043,-73.14243580108203 11.445348300237043,-73.14243580108203 11.367116872946156));POINT(-73.09370445528897 11.406235280361187);a1;landscape;landscape
2024-09-13 23:16:13.837 +0200;true;2024-09-11 01:21:36.334;63b67f25-6806-4640-b8ea-35c6a2f05d37;POLYGON((-75.7398685427677 4.820765629382791,-75.73427827357071 4.820765629382791,-75.73427827357071 4.825428166699979,-75.7398685427677 4.825428166699979,-75.7398685427677 4.820765629382791));POINT(-75.73707340816921 4.823096902043261);letter;landscape;landscape
2024-09-13 23:20:16.637 +0200;true;2024-09-06 23:22:29.968;8e667b47-2645-41b2-93e5-3bed69822945;POLYGON((-75.74506361547299 4.802326791680983,-75.73203120600705 4.802326791680983,-75.73203120600705 4.814476211593629,-75.74506361547299 4.814476211593629,-75.74506361547299 4.802326791680983));POINT(-75.73854741074003 4.8084015287266055);letter;landscape;landscape
2024-09-13 23:56:23.755 +0200;true;2024-09-06 23:22:29.968;8e667b47-2645-41b2-93e5-3bed69822945;POLYGON((-75.74506361547299 4.802326791680983,-75.73203120600705 4.802326791680983,-75.73203120600705 4.814476211593629,-75.74506361547299 4.814476211593629,-75.74506361547299 4.802326791680983));POINT(-75.73854741074003 4.8084015287266055);letter;landscape;landscape
2024-09-15 12:45:02.478 +0200;false;2024-09-15 12:40:43.139;9c9d69bd-2a68-4933-9821-3166f9c0e769;POLYGON((28.764760605823408 41.200267074250064,28.767293449324132 41.200267074250064,28.767293449324132 41.201862194069776,28.764760605823408 41.201862194069776,28.764760605823408 41.200267074250064));POINT(28.766027027573767 41.20106463901968);a4;landscape;landscape
2024-09-16 01:32:07.196 +0200;false;2024-09-06 21:29:22.372;dd647d43-b2f0-4fa1-9f5b-a8808249af96;POLYGON((-75.73858980224459 4.82139315085081,-75.73576724967606 4.82139315085081,-75.73576724967606 4.824024411905242,-75.73858980224459 4.824024411905242,-75.73858980224459 4.82139315085081));POINT(-75.73717852596032 4.822708782652441);letter;landscape;landscape
2024-09-16 12:57:56.232 +0200;false;2024-09-16 12:53:22.213;a790d3e3-697a-435f-aa8a-1909a74189d7;POLYGON((9.244734961728595 47.74326477917563,9.295504862903554 47.74326477917563,9.295504862903554 47.771915619561526,9.244734961728595 47.771915619561526,9.244734961728595 47.74326477917563));POINT(9.270119912316074 47.75759217147879);a3;landscape;landscape
2024-09-16 16:14:41.648 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:29:29.540 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:31:02.221 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:51.586 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:51.957 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:52.299 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:52.630 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:52.968 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:53.317 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:53.635 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:53.991 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:54.357 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:54.744 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:55.088 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:55.443 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:55.944 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:37:56.268 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:45:06.359 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:45:49.969 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:46:58.243 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:49:07.778 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:50:15.555 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:51:09.779 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:52:04.686 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:53:13.138 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:54:54.804 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:55:43.984 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 16:58:20.899 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:00:39.809 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:03:17.400 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:04:17.516 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:05:06.064 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:38:34.842 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:39:48.538 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-16 17:41:28.321 +0200;false;2024-09-11 01:21:36.334;63b67f25-6806-4640-b8ea-35c6a2f05d37;POLYGON((-75.7398685427677 4.820765629382791,-75.73427827357071 4.820765629382791,-75.73427827357071 4.825428166699979,-75.7398685427677 4.825428166699979,-75.7398685427677 4.820765629382791));POINT(-75.73707340816921 4.823096902043261);letter;landscape;landscape
2024-09-16 17:58:08.301 +0200;false;2024-08-21 14:34:17.633;3b80af50-09ab-44c8-b317-b60c407662de;POLYGON((8.6917111818963 49.404494260420876,8.71802220652049 49.404494260420876,8.71802220652049 49.41882272315121,8.6917111818963 49.41882272315121,8.6917111818963 49.404494260420876));POINT(8.704866694208395 49.41165901458183);a4;landscape;landscape
2024-09-17 01:24:42.445 +0200;true;2024-09-06 21:35:10.033;39ce9717-3813-4024-b053-43028ee54390;POLYGON((-75.73866149968418 4.82228112192827,-75.73557233891384 4.82228112192827,-75.73557233891384 4.825160900303416,-75.73866149968418 4.825160900303416,-75.73866149968418 4.82228112192827));POINT(-75.73711691929901 4.823721012642679);letter;landscape;landscape
2024-09-17 23:15:40.495 +0200;false;2024-09-06 23:27:28.046;61966893-5e31-4d47-a54b-9179050692e1;POLYGON((-75.70926232035073 4.817664360825162,-75.69980241431479 4.817664360825162,-75.69980241431479 4.825554448968404,-75.70926232035073 4.825554448968404,-75.70926232035073 4.817664360825162));POINT(-75.70453236733276 4.821609416353155);letter;landscape;landscape
2024-09-18 06:41:47.435 +0200;false;2024-09-18 06:36:48.004;1edfc237-23fa-4e11-9903-eccc15ac75a9;POLYGON((120.74549334656214 15.0725654276755,120.74725477817667 15.0725654276755,120.74725477817667 15.073856254905408,120.74549334656214 15.073856254905408,120.74549334656214 15.0725654276755));POINT(120.74637406236941 15.07321084226946);tabloid;landscape;landscape
2024-09-18 13:08:12.010 +0200;true;2024-09-18 11:22:07.791;e972f9ad-82df-4105-b298-0a10147f416a;POLYGON((14.383077539990804 50.0992787727977,14.398432182824317 50.0992787727977,14.398432182824317 50.10752208207188,14.383077539990804 50.10752208207188,14.383077539990804 50.0992787727977));POINT(14.390754861407562 50.103400604759486);a4;landscape;landscape
2024-09-18 19:56:34.770 +0200;false;2024-09-18 19:53:06.505;17b30f4b-e0d8-44e3-a7c7-d8880147c732;POLYGON((8.667686650171433 49.404418464667714,8.687875637429341 49.404418464667714,8.687875637429341 49.4154132640096,8.667686650171433 49.4154132640096,8.667686650171433 49.404418464667714));POINT(8.677781143800388 49.40991617214729);a4;landscape;landscape
2024-09-23 23:47:33.948 +0200;false;2024-09-23 23:42:45.444;921ebf19-6b26-463f-860b-621bb95a307b;POLYGON((-78.93958577665269 43.980454858483085,-78.85171400261756 43.980454858483085,-78.85171400261756 44.03335630092019,-78.93958577665269 44.03335630092019,-78.93958577665269 43.980454858483085));POINT(-78.89564988963512 44.00691147715344);a4;landscape;landscape
2024-09-24 02:18:35.986 +0200;false;2024-09-02 20:29:13.530;1c700ffb-c94f-4d9f-a714-355769f27791;POLYGON((-73.14243580108203 11.367116872946156,-73.04497310949591 11.367116872946156,-73.04497310949591 11.445348300237043,-73.14243580108203 11.445348300237043,-73.14243580108203 11.367116872946156));POINT(-73.09370445528897 11.406235280361187);a1;landscape;landscape
2024-09-24 03:57:04.118 +0200;false;2024-09-24 03:42:36.853;c6a6e039-73e1-4cc8-951c-11fa6cd4aafe;POLYGON((101.46877547924377 3.2412278839001374,101.48000036823365 3.2412278839001374,101.48000036823365 3.250608636412238,101.46877547924377 3.250608636412238,101.46877547924377 3.2412278839001374));POINT(101.47438792373872 3.2459182710440615);a4;landscape;landscape
2024-09-24 19:31:21.972 +0200;false;2024-09-24 19:27:59.382;c5a02d8e-9765-4fab-ac3c-a5cd989d7fe9;POLYGON((-6.816992713140207 34.05070399822765,-6.815726291389843 34.05070399822765,-6.815726291389843 34.051582263015206,-6.816992713140207 34.051582263015206,-6.816992713140207 34.05070399822765));POINT(-6.8163595022650245 34.05114313175869);a4;landscape;landscape
2024-09-24 20:00:46.537 +0200;false;2024-09-06 23:27:28.046;61966893-5e31-4d47-a54b-9179050692e1;POLYGON((-75.70926232035073 4.817664360825162,-75.69980241431479 4.817664360825162,-75.69980241431479 4.825554448968404,-75.70926232035073 4.825554448968404,-75.70926232035073 4.817664360825162));POINT(-75.70453236733276 4.821609416353155);letter;landscape;landscape
2024-09-24 20:12:41.374 +0200;false;2024-09-06 23:28:25.383;def599df-3cec-4d11-893b-df288b7b7121;POLYGON((-75.70926232035073 4.817664360825162,-75.69980241431479 4.817664360825162,-75.69980241431479 4.825554448968404,-75.70926232035073 4.825554448968404,-75.70926232035073 4.817664360825162));POINT(-75.70453236733276 4.821609416353155);letter;landscape;landscape
2024-09-24 22:17:44.392 +0200;false;2024-09-24 21:48:03.299;3a5cf126-87d6-46d0-a340-098dcf721f10;POLYGON((-75.7393321083034 4.822538475065983,-75.7360229489079 4.822538475065983,-75.7360229489079 4.825298488796506,-75.7393321083034 4.825298488796506,-75.7393321083034 4.822538475065983));POINT(-75.73767752860564 4.8239184833337845);a4;landscape;landscape
2024-09-24 23:10:34.837 +0200;true;2024-09-24 23:07:38.474;d949f872-e327-4055-b569-f0cf4768146f;POLYGON((23.743502261534076 37.86176026014003,23.74741592460426 37.86176026014003,23.74741592460426 37.86429030509545,23.743502261534076 37.86429030509545,23.743502261534076 37.86176026014003));POINT(23.745459093069165 37.863025293474806);a1;landscape;landscape
2024-09-25 04:35:24.907 +0200;false;2024-09-24 21:48:03.299;3a5cf126-87d6-46d0-a340-098dcf721f10;POLYGON((-75.7393321083034 4.822538475065983,-75.7360229489079 4.822538475065983,-75.7360229489079 4.825298488796506,-75.7393321083034 4.825298488796506,-75.7393321083034 4.822538475065983));POINT(-75.73767752860564 4.8239184833337845);a4;landscape;landscape
2024-09-25 22:02:56.802 +0200;true;2024-09-25 21:51:39.986;c5aef565-bf39-40b9-8a54-bb2fb0bf7c26;POLYGON((121.0754903566799 14.5613277784432,121.07702532217985 14.5613277784432,121.07702532217985 14.56257128011049,121.0754903566799 14.56257128011049,121.0754903566799 14.5613277784432));POINT(121.07625783942987 14.561949530153186);a4;landscape;landscape
2024-09-26 01:00:36.685 +0200;true;2024-09-26 00:50:59.258;0ae1dbda-6f11-4c2e-b18f-4047810c7bc7;POLYGON((120.93125506750064 14.585622619073277,121.0708105405139 14.585622619073277,121.0708105405139 14.698639841942722,120.93125506750064 14.698639841942722,120.93125506750064 14.585622619073277));POINT(121.00103280400728 14.642138510979251);a4;landscape;landscape
2024-09-26 04:57:31.722 +0200;false;2024-09-26 04:52:38.971;50055b0a-817d-4694-b508-8f13a070452b;POLYGON((120.98344345323373 14.71120154982961,121.00511695239469 14.71120154982961,121.00511695239469 14.728746721730857,120.98344345323373 14.728746721730857,120.98344345323373 14.71120154982961));POINT(120.99428020281421 14.719974312218199);a4;landscape;landscape
2024-09-26 08:23:00.873 +0200;false;2024-09-26 08:16:18.344;dbc34852-31ca-43db-be5b-5a1209d2d4d8;POLYGON((67.76910088828518 26.72251427123328,67.78805213316383 26.72251427123328,67.78805213316383 26.736681568870708,67.76910088828518 26.736681568870708,67.76910088828518 26.72251427123328));POINT(67.7785765107245 26.729598140569408);a4;landscape;landscape
2024-09-26 09:52:42.934 +0200;false;2024-09-26 09:48:19.977;97365506-8bd3-427c-8c22-2b0cbcc2fa80;POLYGON((12.229727018365155 45.5592478800788,12.23720120818367 45.5592478800788,12.23720120818367 45.56362800524033,12.229727018365155 45.56362800524033,12.229727018365155 45.5592478800788));POINT(12.233464113274414 45.56143798534424);a4;landscape;landscape
2024-09-27 04:52:13.466 +0200;false;2024-09-27 04:49:51.244;16bed43d-5ab9-45e6-a66c-92dc5e29843a;POLYGON((125.36537423991098 6.661538497862637,125.3860576136251 6.661538497862637,125.3860576136251 6.678733665457571,125.36537423991098 6.678733665457571,125.36537423991098 6.661538497862637));POINT(125.37571592676805 6.670136157096422);a4;landscape;landscape
2024-09-27 06:11:15.614 +0200;false;2024-09-27 06:08:23.482;7ddc1649-0bc1-4680-bfec-70920aee8d22;POLYGON((123.30876328112493 9.305258609669409,123.31129612462566 9.305258609669409,123.31129612462566 9.307350740388415,123.30876328112493 9.307350740388415,123.30876328112493 9.305258609669409));POINT(123.31002970287528 9.306304676593712);a4;landscape;landscape
2024-09-27 07:10:05.670 +0200;false;2024-09-27 07:09:25.519;00fb9288-2b86-46f2-bcd9-3da58293a4cf;POLYGON((30.53021974934198 50.44556742677406,30.537707811236643 50.44556742677406,30.537707811236643 50.44956992534907,30.53021974934198 50.44956992534907,30.53021974934198 50.44556742677406));POINT(30.533963780289312 50.44756871838058);a3;landscape;landscape
2024-10-01 07:11:28.731 +0200;false;2024-10-01 07:02:43.031;9f6eb86f-4ba9-475f-88c1-127af97b2bb7;POLYGON((12.521489477755086 52.46692263303066,12.61760369763049 52.46692263303066,12.61760369763049 52.51590662076569,12.521489477755086 52.51590662076569,12.521489477755086 52.46692263303066));POINT(12.569546587692788 52.491421446837506);a4;Landschaft;landscape
2024-10-01 07:43:49.448 +0200;false;2024-10-01 07:02:43.031;9f6eb86f-4ba9-475f-88c1-127af97b2bb7;POLYGON((12.521489477755086 52.46692263303066,12.61760369763049 52.46692263303066,12.61760369763049 52.51590662076569,12.521489477755086 52.51590662076569,12.521489477755086 52.46692263303066));POINT(12.569546587692788 52.491421446837506);a4;Landschaft;landscape
2024-10-02 08:19:12.100 +0200;false;2024-10-02 08:13:38.417;05f359d0-ee68-4279-bf41-5779db89215e;POLYGON((12.50524035347631 52.4595259154089,12.642292012222414 52.4595259154089,12.642292012222414 52.52936857665776,12.50524035347631 52.52936857665776,12.50524035347631 52.4595259154089));POINT(12.573766182849365 52.49446111236094);a4;landscape;landscape
2024-10-02 14:52:04.766 +0200;false;2024-10-02 14:49:17.430;6fadeace-82e5-4788-b91c-92db538130eb;POLYGON((12.51940812313823 52.47017217413739,12.631420870586437 52.47017217413739,12.631420870586437 52.52724926916443,12.51940812313823 52.52724926916443,12.51940812313823 52.47017217413739));POINT(12.575414496862335 52.49871998377267);a4;Landschaft;landscape
2024-10-02 17:01:15.468 +0200;false;2024-10-01 07:02:43.031;9f6eb86f-4ba9-475f-88c1-127af97b2bb7;POLYGON((12.521489477755086 52.46692263303066,12.61760369763049 52.46692263303066,12.61760369763049 52.51590662076569,12.521489477755086 52.51590662076569,12.521489477755086 52.46692263303066));POINT(12.569546587692788 52.491421446837506);a4;Landschaft;landscape
2024-10-02 17:04:33.169 +0200;false;2024-10-01 07:02:43.031;9f6eb86f-4ba9-475f-88c1-127af97b2bb7;POLYGON((12.521489477755086 52.46692263303066,12.61760369763049 52.46692263303066,12.61760369763049 52.51590662076569,12.521489477755086 52.51590662076569,12.521489477755086 52.46692263303066));POINT(12.569546587692788 52.491421446837506);a4;Landschaft;landscape
2024-10-02 17:15:16.401 +0200;false;2024-10-01 07:02:43.031;9f6eb86f-4ba9-475f-88c1-127af97b2bb7;POLYGON((12.521489477755086 52.46692263303066,12.61760369763049 52.46692263303066,12.61760369763049 52.51590662076569,12.521489477755086 52.51590662076569,12.521489477755086 52.46692263303066));POINT(12.569546587692788 52.491421446837506);a4;Landschaft;landscape
2024-10-02 17:18:17.338 +0200;false;2024-10-01 07:02:43.031;9f6eb86f-4ba9-475f-88c1-127af97b2bb7;POLYGON((12.521489477755086 52.46692263303066,12.61760369763049 52.46692263303066,12.61760369763049 52.51590662076569,12.521489477755086 52.51590662076569,12.521489477755086 52.46692263303066));POINT(12.569546587692788 52.491421446837506);a4;Landschaft;landscape
2024-10-03 09:32:11.401 +0200;false;2024-10-03 09:29:30.512;48211b67-c974-410e-a6ec-20d49ad24429;POLYGON((8.655148664129582 49.403839803817675,8.67541141213541 49.403839803817675,8.67541141213541 49.41487501223409,8.655148664129582 49.41487501223409,8.655148664129582 49.403839803817675));POINT(8.665280038132497 49.40935771809512);a4;landscape;landscape
